Entity,Code,Year,Annual CO₂ emissions (per capita)
Upper-middle-income countries,,1951,0.9279926
Upper-middle-income countries,,1952,0.99486214
Upper-middle-income countries,,1953,1.0149463
Upper-middle-income countries,,1954,1.0894525
Upper-middle-income countries,,1955,1.2152884
Upper-middle-income countries,,1956,1.3029416
Upper-middle-income countries,,1957,1.4032962
Upper-middle-income countries,,1958,1.6587365
Upper-middle-income countries,,1959,1.8612862
Upper-middle-income countries,,1960,1.9494865
Upper-middle-income countries,,1961,1.7821966
Upper-middle-income countries,,1962,1.7233924
Upper-middle-income countries,,1963,1.7574037
Upper-middle-income countries,,1964,1.8129681
Upper-middle-income countries,,1965,1.8858207
Upper-middle-income countries,,1966,1.961453
Upper-middle-income countries,,1967,1.9381524
Upper-middle-income countries,,1968,1.9900099
Upper-middle-income countries,,1969,2.1028528
Upper-middle-income countries,,1970,2.2862675
Upper-middle-income countries,,1971,2.4060924
Upper-middle-income countries,,1972,2.475839
Upper-middle-income countries,,1973,2.54916
Upper-middle-income countries,,1974,2.583355
Upper-middle-income countries,,1975,2.7151275
Upper-middle-income countries,,1976,2.7919395
Upper-middle-income countries,,1977,2.8946009
Upper-middle-income countries,,1978,3.0300035
Upper-middle-income countries,,1979,3.0622518
Upper-middle-income countries,,1980,3.0709746
Upper-middle-income countries,,1981,3.0031965
Upper-middle-income countries,,1982,3.080851
Upper-middle-income countries,,1983,3.097225
Upper-middle-income countries,,1984,3.157202
Upper-middle-income countries,,1985,3.3210213
Upper-middle-income countries,,1986,3.362835
Upper-middle-income countries,,1987,3.4051933
Upper-middle-income countries,,1988,3.507404
Upper-middle-income countries,,1989,3.4693472
Upper-middle-income countries,,1990,3.478641
Upper-middle-income countries,,1991,3.4326804
Upper-middle-income countries,,1992,3.246701
Upper-middle-income countries,,1993,3.2678528
Upper-middle-income countries,,1994,3.2217474
Upper-middle-income countries,,1995,3.3222156
Upper-middle-income countries,,1996,3.3770304
Upper-middle-income countries,,1997,3.3575554
Upper-middle-income countries,,1998,3.261028
Upper-middle-income countries,,1999,3.3159823
Upper-middle-income countries,,2000,3.3549156
Upper-middle-income countries,,2001,3.3883872
Upper-middle-income countries,,2002,3.526766
Upper-middle-income countries,,2003,3.890847
Upper-middle-income countries,,2004,4.0803194
Upper-middle-income countries,,2005,4.345639
Upper-middle-income countries,,2006,4.6195
Upper-middle-income countries,,2007,4.813061
Upper-middle-income countries,,2008,5.0319605
Upper-middle-income countries,,2009,5.086667
Upper-middle-income countries,,2010,5.437998
Upper-middle-income countries,,2011,5.812152
Upper-middle-income countries,,2012,5.9100657
Upper-middle-income countries,,2013,5.920268
Upper-middle-income countries,,2014,5.9146776
Upper-middle-income countries,,2015,5.821386
Upper-middle-income countries,,2016,5.7429814
Upper-middle-income countries,,2017,5.8144507
Upper-middle-income countries,,2018,5.917198
Upper-middle-income countries,,2019,6.0323076
Upper-middle-income countries,,2020,5.9470816
Upper-middle-income countries,,2021,6.1854787
Upper-middle-income countries,,2022,6.2268133
