Year,Month,Min Temp,Max Temp,Avg Temp
2023,1,24.5,36.6,30.5
2023,2,17.8,38.4,28.1
2023,3,24.0,41.2,32.6
2023,4,35.8,60.2,48.0
2023,5,40.6,67.1,53.8
2023,6,52.5,73.7,63.1
2023,7,60.5,80.9,70.7
2023,8,56.3,75.3,65.8
2023,9,51.6,71.7,61.7
2023,10,44.3,61.8,53.0
2023,11,27.6,44.6,36.1
2023,12,28.7,41.1,34.9
