Year,Month,Min Temp,Max Temp,Avg Temp
1978,1,9.1,24.8,16.9
1978,2,2.5,23.8,13.1
1978,3,16.7,36.3,26.5
1978,4,29.6,50.7,40.2
1978,5,44.4,66.7,55.5
1978,6,50.8,74.3,62.6
1978,7,55.6,79.2,67.4
1978,8,56.9,77.8,67.4
1978,9,45.0,68.0,56.5
1978,10,35.6,56.4,46.0
1978,11,26.9,46.3,36.6
1978,12,17.7,33.8,25.7
