Year,Month,Min Temp,Max Temp,Avg Temp
1983,1,14.0,30.4,22.2
1983,2,15.5,34.7,25.0
1983,3,26.0,42.8,34.4
1983,4,33.0,50.8,41.9
1983,5,41.2,62.8,52.0
1983,6,51.7,77.2,64.4
1983,7,57.5,82.0,69.7
1983,8,56.8,79.0,67.9
1983,9,48.9,73.0,60.9
1983,10,38.1,58.7,48.4
1983,11,29.7,45.3,37.5
1983,12,14.5,29.3,21.9
