Year,Month,Min Temp,Max Temp,Avg Temp
2013,1,15.6,33.0,24.3
2013,2,15.6,31.1,23.3
2013,3,22.7,38.5,30.6
2013,4,32.4,54.4,43.4
2013,5,45.0,69.6,57.2
2013,6,53.9,74.1,64.0
2013,7,61.4,80.9,71.2
2013,8,55.1,76.4,65.8
2013,9,47.1,69.6,58.3
2013,10,40.6,61.0,50.8
2013,11,25.8,43.0,34.4
2013,12,17.5,33.3,25.4
