Year,Month,Min Temp,Max Temp,Avg Temp
1998,1,20.1,35.0,27.5
1998,2,21.5,38.8,30.2
1998,3,25.8,43.8,34.8
1998,4,34.3,57.7,46.0
1998,5,48.8,72.0,60.4
1998,6,54.0,73.3,63.7
1998,7,57.2,78.2,67.7
1998,8,57.2,78.8,68.0
1998,9,50.0,72.2,61.1
1998,10,40.0,58.8,49.4
1998,11,31.2,45.8,38.5
1998,12,23.7,42.0,32.8
