Year,Month,Min Temp,Max Temp,Avg Temp
1988,1,9.5,28.9,19.2
1988,2,11.5,31.7,21.6
1988,3,20.6,42.0,31.3
1988,4,33.4,52.8,43.1
1988,5,44.9,68.0,56.4
1988,6,48.6,74.9,61.8
1988,7,59.5,82.6,71.0
1988,8,58.0,79.9,69.0
1988,9,46.2,68.7,57.4
1988,10,35.1,52.5,43.8
1988,11,31.0,47.1,39.1
1988,12,15.3,33.5,24.4
